94789KJFK JFK20190601124513106/01/19 12:45:31  5-MIN KJFK 011745Z 14005KT 10SM BKN250 25/14 A2982 110 49 1300 160/05 RMK AO2 SLP098 T02500139 10256 20189 50001
94789KJFK JFK20190601125013106/01/19 12:50:31  5-MIN KJFK 011750Z 14009KT 10SM BKN250 25/14 A2982 110 51 1300 150/09 RMK AO2 SLP097 T02500144 10256 20189 50001
94789KJFK JFK20190601125510306/01/19 12:55:31  5-MIN KJFK 011755Z 15009KT 10SM CLR 24/14 A2982 110 51 1300 160/09 RMK AO2 T02440139
94789KJFK JFK20190601130010306/01/19 13:00:31  5-MIN KJFK 011800Z 15008KT 10SM CLR 24/14 A2982 110 53 1300 160/08 RMK AO2 T02440144
94789KJFK JFK20190601130510306/01/19 13:05:31  5-MIN KJFK 011805Z 14007KT 10SM CLR 24/14 A2982 110 53 1300 160/07 RMK AO2 T02440144
94789KJFK JFK20190601131010306/01/19 13:10:31  5-MIN KJFK 011810Z 13006KT 10SM CLR 24/14 A2982 110 53 1300 150/06 RMK AO2 T02440144
94789KJFK JFK20190601131511906/01/19 13:15:31  5-MIN KJFK 011815Z 16007KT 120V180 10SM CLR 24/14 A2982 110 51 1300 170/07 130V190 RMK AO2 T02440139
94789KJFK JFK20190601132010306/01/19 13:20:31  5-MIN KJFK 011820Z 14007KT 10SM CLR 24/14 A2982 110 53 1200 150/07 RMK AO2 T02390139
94789KJFK JFK20190601132510306/01/19 13:25:31  5-MIN KJFK 011825Z 13007KT 10SM CLR 24/14 A2982 110 53 1200 150/07 RMK AO2 T02390139
94789KJFK JFK20190601133010306/01/19 13:30:31  5-MIN KJFK 011830Z 14009KT 10SM CLR 24/14 A2981 110 51 1300 150/09 RMK AO2 T02440139
94789KJFK JFK20190601133510306/01/19 13:35:31  5-MIN KJFK 011835Z 13010KT 10SM CLR 24/13 A2981 110 49 1200 150/10 RMK AO2 T02390128
94789KJFK JFK20190601134010306/01/19 13:40:31  5-MIN KJFK 011840Z 13009KT 10SM CLR 24/13 A2981 120 49 1200 140/09 RMK AO2 T02390128
