stid,table,datetime,record_number,year,month,day,hour,minute,second,microsecond,TIMESTAMP_START,TIMESTAMP_END,FC,FC_mass,FC_QC,FC_samples_Tot,LE,LE_QC,ET,ET_interval,ET_QC,LE_samples_Tot,H,H_QC,H_samples_Tot,TAU,TAU_QC,Bowen_ratio,USTAR,TSTAR,TKE,ZL,MO_LENGTH,CO2,CO2_SIGMA,CO2_density_Avg,CO2_density_SIGMA,CO2_sig_strgth_Min,H2O,H2O_SIGMA,H2O_density_Avg,H2O_density_SIGMA,H2O_sig_strgth_Min,PA,PA_SIGMA,Tc,Tc_SIGMA,RH,T_DP,e,e_sat,VPD,q,rho_d,rho_d_SIGMA,rho_a,Cp,Lv,WS,WS_RSLT,WS_MAX,WD,WD_SONIC,WD_SIGMA,U,U_SIGMA,V,V_SIGMA,W,W_SIGMA,Ts,Ts_SIGMA,Rn,ALB,SW_IN,SW_OUT,LW_IN,LW_OUT,T_surf_eff,T_nr,LWS_volt,G_6cm,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4,PBLH,FETCH_MAX,FETCH_90,FETCH_55,FETCH_40,UPWND_DIST_INTRST,FTPRNT_DIST_INTRST,FTPRNT_EQUATION,sonic_azimuth,alpha,beta,gamma,height_measurement,height_canopy,displacement_user,d,roughness_user,z0,z
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 00:00:00.000000,832,2019,6,1,0,0,0,0,201905312330,201906010000,5.557531,0.2445869,8,18000,22.03855,8,0.03242836,0.01621418,8,18000,-1.599994,9,18000,0.07738853,2,-0.0725998,0.2566877,0.005227206,0.4543747,0.001427382,6305.25,437.9346,3.86607,772.1357,7.652948,0.9438856,19.32829,0.3077335,13.95046,0.2376397,0.931506,100.5522,0.01074383,23.00793,0.4114087,67.60078,16.68009,1.906643,2.823235,9.165912,11.7784,1160.586,1.404584,1.174537,1015.26,2446.586,2.164396,2.0725,3.926187,178.2792,23.22081,16.69034,2.073324,0.6565842,0,0.5818821,3.72529e-09,0.3729073,24.80984,0.3872829,-57.13794,0.2826878,29.96801,8.049991,356.4214,435.4773,24.35973,295.7937,266.9781,NAN,NAN,NAN,NAN,NAN,1000,77.67741,220.0639,111.2497,84.12105,900,99.0959,Kljun et al,201.5,-1.61755,0,23.22081,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 00:30:00.000000,833,2019,6,1,0,30,0,0,201906010000,201906010030,3.116607,0.1371619,9,18000,5.048087,9,0.007420495,0.003710247,9,18000,0.0870054,9,18000,0.05212341,1,0.01723532,0.2102787,-0.000345683,0.1932689,-0.004387881,-2051.104,442.1853,1.609114,782.353,3.063053,0.9440523,19.54567,0.06153477,14.15648,0.0413407,0.9317102,100.5718,0.004947337,21.96904,0.1714771,72.76523,16.85763,1.928058,2.649957,7.218993,12.22066,1164.649,0.7376925,1.178806,1015.385,2449.043,2.253095,2.224806,4.135485,163.2125,38.28753,9.076215,2.225589,0.4479977,0,0.3327988,7.450581e-09,0.2740088,23.78465,0.1745739,-71.11057,0.1984396,1.595424,2.324846,353.1639,423.5451,22.30173,294.493,267.7047,NAN,NAN,NAN,NAN,NAN,1000,84.73758,239.861,121.3612,91.76685,900,99.09593,Kljun et al,201.5,-1.519743,0,38.28753,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 01:00:00.000000,834,2019,6,1,1,0,0,0,201906010030,201906010100,1.161565,0.05112049,8,18000,3.384128,8,0.004971993,0.002485996,8,18000,4.424652,8,18000,0.04603429,2,1.307472,0.1974164,-0.01868924,0.2844527,-0.06169694,-145.8743,445.7381,1.352039,790.3066,2.605435,0.9444607,19.37765,0.08427787,14.06448,0.0601908,0.9321442,100.5868,0.004944786,21.43882,0.2400083,74.54424,16.72651,1.912084,2.565578,6.53494,12.07117,1167.113,0.9802393,1.181177,1015.288,2450.297,2.160458,2.13083,4.210802,162.062,39.438,9.485532,2.132656,0.6236919,0,0.3448819,1.490116e-08,0.2469218,23.23576,0.2420676,-70.37634,0,-3.251288,1.8354,350.5219,415.8115,20.94419,293.618,268.1893,NAN,NAN,NAN,NAN,NAN,1443.932,83.68439,967.7888,226.5727,156.4234,900,89.1246,KormannMeixner,201.5,-2.369678,0,39.438,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 01:30:00.000000,835,2019,6,1,1,30,0,0,201906010100,201906010130,0.5586835,0.02458766,8,18000,2.730435,8,0.004009908,0.002004954,8,18000,-1.71439,8,18000,0.02563615,1,-0.6278817,0.1471805,0.009695983,0.1337956,0.04969721,181.0967,444.8094,2.064083,790.3253,3.366476,0.9445895,19.07786,0.06152207,13.87614,0.03761904,0.9323324,100.6219,0.01375732,21.00628,0.1494938,75.40594,16.49141,1.883712,2.498255,6.145424,11.97194,1169.58,0.7923668,1.183456,1015.115,2451.32,1.601179,1.576675,3.591282,157.9332,43.56678,10.02039,1.577842,0.3835155,0,0.2724981,-7.450581e-09,0.2150623,22.77312,0.1546414,-66.30774,0,-3.005882,2.095147,348.7989,410.0056,19.91245,292.9214,268.6045,NAN,NAN,NAN,NAN,NAN,282.3025,71.5181,1935.884,278.2174,174.2164,900,81.22105,KormannMeixner,201.5,-2.200937,0,43.56678,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 02:00:00.000000,836,2019,6,1,2,0,0,0,201906010130,201906010200,0.8663633,0.03812865,8,18000,-0.2685565,8,-0.0003942439,-0.0001971219,8,18000,2.320283,8,18000,0.0245916,1,-8.639832,0.1440337,-0.01338748,0.1659434,-0.07896016,-113.9815,442.4969,1.713314,787.4887,2.801178,0.9445222,19.09419,0.03883328,13.91051,0.03342572,0.9322813,100.6446,0.004792838,20.59273,0.1326112,77.43404,16.50817,1.88572,2.435454,5.497341,11.84715,1171.472,0.5433227,1.185382,1015.125,2452.298,1.691514,1.66575,3.046709,155.5978,45.90221,9.996612,1.666795,0.454574,0,0.2717365,7.450581e-09,0.2267344,22.35857,0.130663,-63.33461,0,-2.531954,2.345596,347.5414,405.9985,19.19401,292.3878,269.1123,NAN,NAN,NAN,NAN,NAN,1459.364,91.53152,986.2996,240.3211,167.2763,900,88.84827,KormannMeixner,201.5,-2.030118,0,45.90221,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 02:30:00.000000,837,2019,6,1,2,30,0,0,201906010200,201906010230,0.5913758,0.02602645,8,18000,0.6097071,8,0.0008949656,0.0004474828,8,18000,-0.3344234,8,18000,0.02414034,1,-0.5484984,0.1426871,0.001947147,0.1468145,0.01047365,859.2996,447.4308,3.723297,796.4418,6.390964,0.9446321,19.17388,0.03502258,13.9716,0.02552697,0.9324185,100.6383,0.004823257,20.48742,0.09409659,78.25038,16.57145,1.893323,2.419654,5.263304,11.90999,1171.727,0.4117488,1.185698,1015.171,2452.547,1.302604,1.258521,2.699527,168.6823,32.81768,14.90111,1.259404,0.3994929,0,0.3155641,0,0.1856172,22.25992,0.09456357,-61.64975,0,-2.085429,2.750934,346.6017,403.415,18.72786,292.0117,269.6053,NAN,NAN,NAN,NAN,NAN,711.0515,57.74268,1195.003,200.7291,129.8011,900,87.04456,KormannMeixner,201.5,-2.143792,0,32.81768,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 03:00:00.000000,838,2019,6,1,3,0,0,0,201906010230,201906010300,1.074632,0.04729455,5,18000,1.355677,5,0.001990104,0.0009950519,5,18000,-5.438012,5,18000,0.02309955,4,-4.011288,0.1396038,0.03237387,0.1327877,0.2015949,44.64398,456.5537,1.594638,812.3743,2.927191,0.9444978,19.17419,0.05214418,13.96653,0.04209885,0.9323156,100.6281,0.009376777,20.56921,0.1224424,77.85214,16.57009,1.893162,2.431914,5.387514,11.95577,1171.282,0.4873224,1.185248,1015.171,2452.354,0.7467009,0.7026716,1.879249,167.4199,34.08015,19.66901,0.7049333,0.4313281,0,0.2264697,1.117587e-08,0.1680561,22.34223,0.1199159,-59.92987,0,-1.6958,3.135168,345.8977,400.9967,18.28932,291.7045,270.3694,NAN,NAN,NAN,NAN,NAN,157.2217,20.15259,684.5599,86.68568,53.4254,900,91.93168,KormannMeixner,201.5,-4.59098,0,34.08015,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 03:30:00.000000,839,2019,6,1,3,30,0,0,201906010300,201906010330,5.201395,0.2289134,7,18000,2.045451,7,0.003002804,0.001501402,7,18000,-2.178451,7,18000,0.01687943,4,-1.065022,0.1193509,0.01517328,0.06945641,0.1237064,72.75289,461.3398,4.296191,820.7036,7.825473,0.944445,19.16266,0.1037588,13.95494,0.07928912,0.9322979,100.619,0.005730916,20.61331,0.1098716,77.58886,16.55923,1.891873,2.438522,5.466487,11.79185,1171.013,0.3797141,1.184968,1015.164,2452.25,0.8709841,0.8525677,1.560726,166.5557,34.94427,11.77828,0.8541034,0.3102613,0,0.1715136,7.450581e-09,0.1150384,22.38555,0.1020619,-56.01403,0,-0.375397,3.326741,346.5198,398.8317,17.89533,291.2866,271.1289,NAN,NAN,NAN,NAN,NAN,187.7749,37.61375,1253.671,159.7614,97.8299,900,87.04755,KormannMeixner,201.5,-3.436725,0,34.94427,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 04:00:00.000000,840,2019,6,1,4,0,0,0,201906010330,201906010400,2.247287,0.09890307,9,18000,0.7963533,9,0.001168689,0.0005843443,9,18000,-3.615539,9,18000,0.00932597,9,-4.54012,0.08865975,0.03385394,0.2613584,0.5241718,17.16994,467.1094,2.639557,831.8653,4.903842,0.9443995,19.4067,0.06668981,14.14795,0.05673479,0.9322513,100.6333,0.01013488,20.26763,0.1850944,80.26752,16.75695,1.915781,2.387139,4.713576,12.03372,1172.279,0.7797538,1.186427,1015.305,2453.067,1.097459,1.069355,3.070954,172.1298,29.37021,12.96225,1.069634,0.6558495,0,0.2386377,-1.862645e-09,0.18876,22.06007,0.1810542,-55.31714,0,-0.5407376,3.21709,346.677,398.2363,17.78658,291.2475,271.5073,NAN,NAN,NAN,NAN,NAN,127.3586,93.19692,4574.72,463.5073,271.5479,900,69.97908,KormannMeixner,201.5,-1.308501,0,29.37021,9,0,0,0,0,0.3425797,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-01 04:30:00.000000,841,2019,6,1,4,30,0,0,201906010400,201906010430,3.495271,0.1538269,3,18000,19.72487,3,0.02896322,0.01448161,3,18000,-21.50436,3,18000,0.0370278,2,-1.090216,0.1767908,0.1011444,0.2330889,0.3760433,23.93342,475.9637,3.015771,846.569,5.536231,0.9443663,19.08225,0.2270734,13.89401,0.1731233,0.9322221,100.6709,0.006630621,20.84004,0.2713646,76.25776,16.50167,1.885051,2.473061,5.880103,12.1202,1170.807,0.8170785,1.184701,1015.118,2451.713,1.409136,1.3228,2.737372,223.9088,337.5912,20.04956,1.323066,0.4247104,0,0.4868675,1.862645e-09,0.2208143,22.60627,0.2549058,-55.87632,0,0.0155094,4.639965,348.9219,400.1737,18.13985,291.7731,270.4663,NAN,NAN,NAN,NAN,NAN,134.7102,40.28899,1648.291,186.1935,111.4335,900,84.44417,KormannMeixner,201.5,-1.150304,0,337.5912,9,0,0,0,0,0.3425797,9
