stid,table,datetime,record_number,year,month,day,hour,minute,second,microsecond,TIMESTAMP_START,TIMESTAMP_END,FC,FC_mass,FC_QC,FC_samples_Tot,LE,LE_QC,ET,ET_interval,ET_QC,LE_samples_Tot,H,H_QC,H_samples_Tot,TAU,TAU_QC,Bowen_ratio,USTAR,TSTAR,TKE,ZL,MO_LENGTH,CO2,CO2_SIGMA,CO2_density_Avg,CO2_density_SIGMA,CO2_sig_strgth_Min,H2O,H2O_SIGMA,H2O_density_Avg,H2O_density_SIGMA,H2O_sig_strgth_Min,PA,PA_SIGMA,Tc,Tc_SIGMA,RH,T_DP,e,e_sat,VPD,q,rho_d,rho_d_SIGMA,rho_a,Cp,Lv,WS,WS_RSLT,WS_MAX,WD,WD_SONIC,WD_SIGMA,U,U_SIGMA,V,V_SIGMA,W,W_SIGMA,Ts,Ts_SIGMA,Rn,ALB,SW_IN,SW_OUT,LW_IN,LW_OUT,T_surf_eff,T_nr,LWS_volt,G_6cm,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4,PBLH,FETCH_MAX,FETCH_90,FETCH_55,FETCH_40,UPWND_DIST_INTRST,FTPRNT_DIST_INTRST,FTPRNT_EQUATION,sonic_azimuth,alpha,beta,gamma,height_measurement,height_canopy,displacement_user,d,roughness_user,z0,z
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 00:00:00.000000,725,2019,6,27,0,0,0,0,201906262330,201906270000,6.911367,0.3041693,8,18000,29.51156,8,0.04359464,0.02179732,8,18000,-3.620024,9,18000,0.1061305,4,-0.1226646,0.30159,0.01011948,0.6903079,0.006529155,1378.433,421.8409,1.828221,737.8528,3.506333,0.9748871,21.57657,0.5165738,15.44982,0.3895748,0.9606497,101.3376,0.01646288,27.04686,0.6138124,59.69622,18.50995,2.140306,3.59275,14.52444,11.03333,1151.377,1.697583,1.166827,1016.552,2437.034,2.991349,2.904398,6.216519,158.7029,42.79706,13.80984,2.904447,0.8369576,0,0.6870627,1.862645e-09,0.4561387,29.08316,0.5733087,-63.47106,0.1501026,28.14464,4.403117,388.9188,476.1314,31.06914,301.6807,264.219,NAN,NAN,NAN,NAN,NAN,1000,68.03993,193.0465,97.44687,73.68408,900,99.09583,Kljun et al,201.5,-0.3234076,0,42.79706,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 00:30:00.000000,726,2019,6,27,0,30,0,0,201906270000,201906270030,0.2194912,0.009659807,7,18000,-18.06644,7,-0.02666413,-0.01333207,7,18000,10.93019,7,18000,0.1063343,1,-0.6049995,0.3014347,-0.03047029,0.7881153,-0.03635664,-247.5476,423.3746,1.922313,742.4582,3.20478,0.9770095,22.15274,0.2628982,15.90311,0.1883393,0.9627978,101.3483,0.009628131,26.13075,0.2053027,64.57116,18.9272,2.196477,3.402316,12.05839,13.9095,1154.369,0.7423949,1.170272,1016.883,2439.201,2.649343,2.530518,5.178179,173.2976,28.20236,17.15413,2.530639,0.9137151,0,0.7479781,-1.862645e-09,0.4264788,28.21446,0.1989236,-62.24798,0.3889442,17.20359,5.331438,386.3968,460.5169,28.54821,299.4764,265.3558,NAN,NAN,NAN,NAN,NAN,1394.735,71.77028,201.8656,102.5381,77.55965,900,99.35063,Kljun et al,201.5,0.5585654,0,28.20236,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 01:00:00.000000,727,2019,6,27,1,0,0,0,201906270030,201906270100,4.453423,0.1959951,4,18000,2.665769,4,0.003933687,0.001966843,4,18000,6.514824,3,18000,0.05685413,1,2.443882,0.2203047,-0.02482131,0.2789779,-0.06348266,-141.771,428.3262,2.460541,751.7515,4.237863,0.9762641,22.43467,0.1045179,16.11858,0.07509833,0.9622223,101.396,0.01074042,25.94625,0.07609728,66.11523,19.13385,2.224872,3.365211,11.4034,13.85843,1155.306,0.3005306,1.171425,1017.044,2439.637,1.54236,1.474954,3.9103,173.0591,28.44085,16.93327,1.475557,0.5368779,0,0.4352399,-3.72529e-09,0.2833446,28.05486,0.07710759,-66.88304,0.02574802,-1.278729,2.538436,388.0653,451.1311,26.99988,298.6792,265.9157,NAN,NAN,NAN,NAN,NAN,1445.917,77.45957,217.5675,110.6424,83.692,900,99.37341,Kljun et al,201.5,-1.635776,0,28.44085,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 01:30:00.000000,728,2019,6,27,1,30,0,0,201906270100,201906270130,2.410002,0.1060642,9,18000,-2.418141,9,-0.003567881,-0.001783941,9,18000,0.02005114,9,18000,0.03097393,1,-0.008291963,0.1625849,-0.0001034498,0.125789,0.003104058,2899.43,437.9131,2.529453,768.4962,4.348092,0.9759874,23.06206,0.2131279,16.56758,0.1529018,0.9619898,101.4084,0.003525324,25.83105,0.0958883,68.39786,19.56868,2.285964,3.342354,10.5639,14.11885,1155.184,0.2993633,1.171752,1017.404,2439.91,1.480991,1.451461,2.629244,158.6021,42.89787,11.4377,1.4518,0.35528,0,0.277105,-3.72529e-09,0.220379,27.99701,0.08791881,-60.66972,0,-2.280307,2.544593,389.5798,445.4247,26.04646,298.2743,266.4627,NAN,NAN,NAN,NAN,NAN,1000,59.89653,1165.364,202.7352,131.9949,900,87.26921,KormannMeixner,201.5,-1.237241,0,42.89787,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 02:00:00.000000,729,2019,6,27,2,0,0,0,201906270130,201906270200,1.689517,0.07435565,9,18000,-3.798999,9,-0.005604452,-0.002802226,9,18000,-0.5650601,9,18000,0.04921095,1,0.1487392,0.2048868,0.002311638,0.2168696,0.009476418,949.726,443.5846,1.537118,778.5445,2.698518,0.9756763,23.60813,0.2475166,16.96203,0.1866101,0.961726,101.4227,0.007215379,25.67738,0.2143324,70.64246,19.93937,2.339173,3.312238,9.730656,14.51625,1155.325,0.6354064,1.172287,1017.717,2440.273,1.136974,1.026336,2.386003,143.4042,58.09583,25.26744,1.028896,0.4362885,0,0.4416199,7.450581e-09,0.2199169,27.8928,0.1938449,-56.9819,0,-2.184443,2.567137,389.1656,441.3959,25.3676,298.0273,266.9576,NAN,NAN,NAN,NAN,NAN,768.2175,89.51839,255.3398,128.5466,97.16376,900,98.82432,Kljun et al,201.5,-4.041054,0,58.09583,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 02:30:00.000000,730,2019,6,27,2,30,0,0,201906270200,201906270230,1.743085,0.07671318,8,18000,-1.277753,8,-0.001884525,-0.0009422625,8,18000,-1.014126,8,18000,0.04835529,1,0.793679,0.203012,0.004182814,0.2314448,0.01327365,678.0353,447.8174,1.873681,786.4913,3.347407,0.9756276,23.91156,0.06269313,17.19127,0.04727735,0.9617108,101.4316,0.005042762,25.41818,0.09238492,72.63083,20.14303,2.368747,3.261478,8.927315,14.87215,1156.086,0.3030823,1.173277,1017.89,2440.886,0.9750466,0.8654029,2.764426,163.8896,37.61037,27.16216,0.8696718,0.4891843,0,0.4029999,0,0.2473447,27.65976,0.08957839,-54.4348,0,-1.829791,2.803651,387.61,437.4113,24.69173,297.5745,267.5251,NAN,NAN,NAN,NAN,NAN,596.4591,80.88785,233.3773,116.5354,88.04504,900,98.48704,Kljun et al,201.5,-5.678896,0,37.61037,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 03:00:00.000000,731,2019,6,27,3,0,0,0,201906270230,201906270300,3.37285,0.1484391,3,18000,13.65638,4,0.02015433,0.01007716,4,18000,-11.00461,4,18000,0.08115655,6,-0.8058215,0.2632534,0.03508129,0.4166207,0.05647495,159.3627,447.7576,4.086632,785.1934,7.302717,0.9752936,23.29113,0.3105476,16.71985,0.2282591,0.9614077,101.4398,0.004855447,26.07794,0.1986302,68.09283,19.72857,2.308863,3.391706,10.82843,14.7739,1154.33,0.468392,1.17105,1017.535,2439.326,1.413244,1.297723,3.490942,207.0927,354.4073,23.15833,1.299517,0.7130618,0,0.5259306,0,0.2195024,28.26692,0.1737539,-53.144,0,0.01531496,4.755935,387.658,436.0614,24.46176,297.5748,267.5036,NAN,NAN,NAN,NAN,NAN,268.5626,109.561,331.9343,160.7352,121.1396,900,96.64362,Kljun et al,201.5,-3.014007,0,354.4073,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 03:30:00.000000,732,2019,6,27,3,30,0,0,201906270300,201906270330,-1.249769,-0.05500234,7,18000,2.976499,7,0.004393562,0.002196781,7,18000,-6.108436,7,18000,0.0989674,2,-2.052222,0.2907611,0.01764141,0.7928374,0.02445689,367.9944,441.6221,10.19634,774.3635,17.77728,0.9751818,22.84709,0.2279915,16.3996,0.1636564,0.961287,101.4501,0.008890314,26.26395,0.1656372,66.09138,19.4279,2.266061,3.429126,11.63065,14.10625,1154.231,0.6738792,1.17063,1017.281,2438.886,2.556044,2.409573,5.69251,237.002,324.498,19.38993,2.40972,0.8950568,0,0.8042285,3.72529e-09,0.3711663,28.41309,0.1605198,-55.93446,0,-0.8298906,3.266696,385.2259,437.0638,24.63269,298.3892,267.1463,NAN,NAN,NAN,NAN,NAN,400.4562,77.92596,230.1096,113.083,85.35233,900,97.74851,Kljun et al,201.5,-0.6254621,0,324.498,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 04:00:00.000000,733,2019,6,27,4,0,0,0,201906270330,201906270400,-9.074722,-0.3993785,1,18000,5.026571,4,0.007417038,0.003708519,4,18000,-9.741127,1,18000,0.08300765,1,-1.937927,0.2661123,0.03069451,0.6023633,0.05077051,177.2683,439.1565,9.964915,770.9432,17.36267,0.9762102,23.06968,0.2174897,16.57881,0.1570494,0.9622929,101.4685,0.00469486,25.90217,0.119007,68.17458,19.58335,2.288055,3.356491,10.68436,14.34886,1155.585,0.3226002,1.172164,1017.408,2439.741,2.765103,2.67707,5.457983,253.6526,307.8474,14.45282,2.677178,0.795252,0,0.6552984,1.862645e-09,0.3780012,28.06935,0.1064357,-56.44782,0,-2.04536,1.855287,383.5862,436.1334,24.47409,298.395,267.2287,NAN,NAN,NAN,NAN,NAN,279.8822,71.54271,218.1069,104.8179,79.01141,900,96.7804,Kljun et al,201.5,-0.5109124,0,307.8474,9,0,0,0,0,0.5257252,9
FLUX_BKLN,Flux_NYSMesonet,2019-06-27 04:30:00.000000,734,2019,6,27,4,30,0,0,201906270400,201906270430,7.864787,0.3461293,4,18000,12.43608,1,0.0183565,0.009178252,1,18000,-11.56222,1,18000,0.06110434,3,-0.9297318,0.2284199,0.04249923,0.2924692,0.09183549,98.00133,446.1945,3.746629,782.9483,6.50939,0.9761717,22.36172,0.1548744,16.06284,0.1148266,0.9622275,101.4716,0.004904186,26.25314,0.1339933,64.77235,19.09449,2.219447,3.426891,12.07444,14.00508,1155.065,0.4318149,1.171128,1017.002,2438.911,2.392165,2.328387,4.168023,253.1787,308.3213,13.22582,2.328871,0.452682,0,0.5415207,7.450581e-09,0.2945721,28.35713,0.1242571,-57.65944,0,-1.305432,2.693023,381.6897,435.3507,24.34047,298.3864,267.0499,NAN,NAN,NAN,NAN,NAN,215.2188,77.29327,242.0759,114.3514,86.07793,900,95.81424,Kljun et al,201.5,-1.169992,0,308.3213,9,0,0,0,0,0.5257252,9
