stid,table,datetime,record_number,year,month,day,hour,minute,second,microsecond,TIMESTAMP_START,TIMESTAMP_END,FC,FC_mass,FC_QC,FC_samples_Tot,LE,LE_QC,ET,ET_interval,ET_QC,LE_samples_Tot,H,H_QC,H_samples_Tot,TAU,TAU_QC,Bowen_ratio,USTAR,TSTAR,TKE,ZL,MO_LENGTH,CO2,CO2_SIGMA,CO2_density_Avg,CO2_density_SIGMA,CO2_sig_strgth_Min,H2O,H2O_SIGMA,H2O_density_Avg,H2O_density_SIGMA,H2O_sig_strgth_Min,PA,PA_SIGMA,Tc,Tc_SIGMA,RH,T_DP,e,e_sat,VPD,q,rho_d,rho_d_SIGMA,rho_a,Cp,Lv,WS,WS_RSLT,WS_MAX,WD,WD_SONIC,WD_SIGMA,U,U_SIGMA,V,V_SIGMA,W,W_SIGMA,Ts,Ts_SIGMA,Rn,ALB,SW_IN,SW_OUT,LW_IN,LW_OUT,T_surf_eff,T_nr,LWS_volt,G_6cm,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4,PBLH,FETCH_MAX,FETCH_90,FETCH_55,FETCH_40,UPWND_DIST_INTRST,FTPRNT_DIST_INTRST,FTPRNT_EQUATION,sonic_azimuth,alpha,beta,gamma,height_measurement,height_canopy,displacement_user,d,roughness_user,z0,z
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 00:00:00.000000,4037,2019,9,4,0,0,0,0,201909032330,201909040000,7.451974,0.3279614,1,18000,9.103657,7,0.01339241,0.006696203,7,18000,6.654881,2,18000,0.1928965,1,0.7310118,0.4034381,-0.01371419,1.017744,-0.01117928,-805.0611,409.1434,1.461431,728.1601,2.460569,0.9743875,18.70146,0.4186411,13.62485,0.3016612,0.9587998,101.356,0.006360115,22.77157,0.08639316,66.8773,16.29468,1.860692,2.782448,9.217556,11.18773,1171.517,0.4176335,1.185142,1014.899,2447.145,2.774327,2.641101,6.110332,172.9645,28.53554,17.75008,2.641321,1.033702,0,0.8093806,3.72529e-09,0.5584359,24.51431,0.08024488,-84.15096,0,-3.460227,2.262442,347.4601,425.8885,22.70992,295.3532,266.0672,NAN,NAN,NAN,NAN,NAN,1114.637,75.21049,212.5308,107.6199,81.3868,900,99.18846,Kljun et al,201.5,-0.738161,0,28.53554,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 00:30:00.000000,4038,2019,9,4,0,30,0,0,201909040000,201909040030,7.103312,0.3126168,2,18000,6.023123,4,0.008860064,0.004430032,4,18000,-2.103119,2,18000,0.1307004,4,-0.3491741,0.3319859,0.005266117,0.7669358,0.00481048,1870.915,409.8681,1.574349,730.2751,2.769951,0.9739608,17.86389,0.3164434,13.02937,0.2271962,0.958411,101.3646,0.01038475,22.70576,0.04130008,64.19427,15.59315,1.778976,2.771341,9.92365,11.39956,1172.842,0.3577665,1.185872,1014.416,2447.301,2.043696,1.907388,5.76083,168.5173,32.98265,20.91889,1.907916,0.954394,0,0.6538176,0,0.4421837,24.37087,0.02899626,-80.11317,0,-3.451588,2.828078,345.8046,419.6381,21.61871,294.8887,266.2056,NAN,NAN,NAN,NAN,NAN,1000,77.56201,219.74,111.0843,83.99607,900,99.09595,Kljun et al,201.5,-1.348474,0,32.98265,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 01:00:00.000000,4039,2019,9,4,1,0,0,0,201909040030,201909040100,9.908045,0.436053,4,17999,13.19442,6,0.01940821,0.009704103,6,17999,-4.134101,2,17999,0.07436328,4,-0.3133219,0.2503778,0.01372299,0.4269893,0.02150051,418.5947,414.1355,5.645591,738.1823,9.984032,0.9737596,17.67644,0.2581726,12.89802,0.1869231,0.9582513,101.3714,0.004353648,22.65791,0.0543709,63.72169,15.43327,1.760756,2.763314,10.02557,10.81299,1173.327,0.2008292,1.186225,1014.308,2447.414,1.812416,1.750827,4.006952,153.6866,47.81339,14.93174,1.751719,0.7572972,0,0.4329458,1.117587e-08,0.3050206,24.30546,0.04295558,-75.56274,0,-3.148251,3.02807,346.0604,415.4468,20.88008,294.6129,266.2544,NAN,NAN,NAN,NAN,NAN,432.4449,83.30074,244.4341,120.6856,91.11078,900,97.9147,Kljun et al,201.5,-1.824129,0,47.81339,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 01:30:00.000000,4040,2019,9,4,1,30,0,0,201909040100,201909040130,12.67377,0.5577725,7,18000,-21.20911,7,-0.03118596,-0.01559298,7,18000,-4.475503,7,18000,0.1378073,2,0.211018,0.3407176,0.01090053,0.6495758,0.01487056,605.2228,416.8928,4.147287,742.9971,7.390117,0.9737238,19.08221,0.450799,13.92192,0.3298307,0.9582251,101.3681,0.006160273,22.28048,0.1568226,70.30093,16.60695,1.898089,2.700756,8.026671,11.38674,1173.167,0.2518455,1.187089,1015.118,2448.307,1.947107,1.828398,4.774666,146.6991,54.80086,20.00005,1.82944,0.8685052,0,0.6101505,7.450581e-09,0.4154112,24.05535,0.1196611,-72.06956,0,-2.956387,2.801713,346.0464,412.3579,20.33217,294.2921,267.0176,NAN,NAN,NAN,NAN,NAN,550.4282,83.247,241.0074,120.0821,90.70934,900,98.36085,Kljun et al,201.5,-1.93593,0,54.80086,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 02:00:00.000000,4041,2019,9,4,2,0,0,0,201909040130,201909040200,8.9657,0.3945805,9,18000,-29.60545,9,-0.04351096,-0.02175548,9,18000,0.2950303,9,18000,0.1519955,1,-0.009965405,0.3576172,-0.00068324,0.6438985,0.003395085,2650.891,412.9818,1.848761,736.2222,3.314801,0.9740534,20.56399,0.3842556,15.00696,0.2811819,0.9585938,101.3707,0.002796967,21.78076,0.1334457,77.98609,17.76752,2.042569,2.619685,5.771163,12.33796,1173.478,0.1928657,1.188485,1015.97,2449.489,2.243158,2.137366,4.968752,146.5977,54.9023,17.59061,2.138869,0.8406233,0,0.6282697,0,0.4317716,23.68862,0.1020593,-71.12566,0,-3.105248,2.558004,345.7173,411.1797,20.12238,293.9979,268.239,NAN,NAN,NAN,NAN,NAN,1000,83.90099,237.5154,120.1631,90.86088,900,99.09589,Kljun et al,201.5,-2.148425,0,54.9023,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 02:30:00.000000,4042,2019,9,4,2,30,0,0,201909040200,201909040230,11.03556,0.4856749,3,18000,-12.29688,3,-0.01806882,-0.009034411,3,18000,-2.740198,3,18000,0.1495952,1,0.2228369,0.3546997,0.006391862,0.5827869,0.007962254,1130.333,411.1349,2.035165,732.8735,3.615714,0.9743841,21.44699,0.1999528,15.65013,0.1460951,0.9589866,101.3751,0.006709991,21.56098,0.06399016,82.35619,18.42529,2.128536,2.584665,4.561293,13.15512,1173.388,0.1573064,1.189038,1016.478,2450.008,2.465674,2.396324,5.164514,149.4728,52.02721,13.58443,2.396436,0.8329481,0,0.5446719,0,0.4184537,23.5483,0.0503002,-71.72682,0,-2.975324,2.486658,344.9211,411.186,20.1235,293.8072,269.5009,NAN,NAN,NAN,NAN,NAN,882.3851,85.46854,242.7931,122.5506,92.65092,900,98.97588,Kljun et al,201.5,-0.5647979,0,52.02721,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 03:00:00.000000,4043,2019,9,4,3,0,0,0,201909040230,201909040300,6.295639,0.277071,1,18000,-8.381608,2,-0.01231359,-0.006156793,2,18000,-5.091829,1,18000,0.1759191,1,0.6075003,0.3845702,0.01094673,0.7585212,0.01001705,898.468,410.7862,1.533402,732.2485,2.753585,0.974523,22.07695,0.1618695,16.10974,0.1178172,0.9591468,101.3733,0.003739946,21.37562,0.05698892,85.68757,18.87806,2.189669,2.555492,3.658235,13.53646,1173.383,0.1432003,1.189492,1016.839,2450.447,2.679519,2.585576,5.212406,147.6073,53.8927,15.16663,2.586236,0.9550012,0,0.6417508,-3.72529e-09,0.4395123,23.41931,0.04629306,-72.67743,0,-3.035266,2.422278,344.5342,411.7541,20.22474,293.6989,270.7501,NAN,NAN,NAN,NAN,NAN,735.8131,87.66764,250.5043,125.9521,95.19597,900,98.77274,Kljun et al,201.5,-1.298227,0,53.8927,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 03:30:00.000000,4044,2019,9,4,3,30,0,0,201909040300,201909040330,3.516247,0.15475,1,18000,-1.760761,7,-0.00258652,-0.00129326,7,18000,-3.421482,1,18000,0.1024915,1,1.943183,0.2934993,0.009635046,0.5989014,0.01418634,634.413,411.3153,1.296687,733.3306,2.385172,0.9741476,22.18909,0.1018202,16.19464,0.07296378,0.9588233,101.3692,0.002946779,21.27552,0.03192358,86.63789,18.95702,2.200462,2.539851,3.393886,13.85416,1173.605,0.1620915,1.1898,1016.903,2450.683,2.324727,2.239006,4.571375,160.8638,40.63616,15.55403,2.239009,0.8216299,0,0.6127291,2.328306e-10,0.383784,23.32876,0.03227584,-72.00303,0,-2.939506,2.525738,344.9006,411.4384,20.16847,293.5433,271.6904,NAN,NAN,NAN,NAN,NAN,568.8818,78.71394,227.7059,113.4845,85.73161,900,98.41386,Kljun et al,201.5,0.08082822,0,40.63616,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 04:00:00.000000,4045,2019,9,4,4,0,0,0,201909040330,201909040400,2.950431,0.1298485,3,18000,-6.113975,3,-0.00898299,-0.004491495,3,18000,-6.060536,3,18000,0.1021492,1,0.9912597,0.2930671,0.01710515,0.5176284,0.02598673,346.3306,411.1962,1.314683,733.126,2.35291,0.9737667,21.52166,0.2025628,15.70771,0.149701,0.9584467,101.3714,0.003960874,21.47119,0.1082378,83.09266,18.47901,2.135712,2.570531,4.348187,13.64246,1173.618,0.237503,1.189326,1016.52,2450.221,2.225864,2.134366,4.584566,183.4234,18.07659,16.42261,2.134392,0.7180201,0,0.6118792,0,0.3811924,23.46474,0.09279925,-69.09315,0,-2.057744,3.235286,347.4329,411.233,20.13188,293.5283,270.8965,NAN,NAN,NAN,NAN,NAN,386.7607,79.04855,233.9237,114.8019,86.64046,900,97.66891,Kljun et al,201.5,-0.2809384,0,18.07659,9,0,0,0,0,0.4659158,9
FLUX_BKLN,Flux_NYSMesonet,2019-09-04 04:30:00.000000,4046,2019,9,4,4,30,0,0,201909040400,201909040430,6.742074,0.2967187,4,18000,-31.88629,4,-0.04684862,-0.02342431,4,18000,-14.59296,4,18000,0.1422271,4,0.4576563,0.3457495,0.03490601,0.7624979,0.04069643,221.1496,411.7143,2.506418,734.4907,4.589299,0.9735459,21.13941,0.2209611,15.43788,0.1541053,0.9582423,101.3906,0.0085509,21.4606,0.08849978,81.70773,18.20212,2.098961,2.56885,4.698892,13.24539,1174.322,0.6349055,1.18976,1016.301,2450.246,1.972915,1.770916,4.666974,217.7946,343.7054,25.91825,1.771461,0.8315659,0,0.823807,0,0.393492,23.41911,0.1031526,-66.65705,0,-2.449437,2.803828,348.9785,410.3823,19.97994,293.6199,270.5536,NAN,NAN,NAN,NAN,NAN,307.6233,87.9622,264.4174,128.5043,96.90376,900,97.07027,Kljun et al,201.5,-1.421837,0,343.7054,9,0,0,0,0,0.4659158,9
