stid,table,datetime,record_number,year,month,day,hour,minute,second,microsecond,TIMESTAMP_START,TIMESTAMP_END,FC,FC_mass,FC_QC,FC_samples_Tot,LE,LE_QC,ET,ET_interval,ET_QC,LE_samples_Tot,H,H_QC,H_samples_Tot,TAU,TAU_QC,Bowen_ratio,USTAR,TSTAR,TKE,ZL,MO_LENGTH,CO2,CO2_SIGMA,CO2_density_Avg,CO2_density_SIGMA,CO2_sig_strgth_Min,H2O,H2O_SIGMA,H2O_density_Avg,H2O_density_SIGMA,H2O_sig_strgth_Min,PA,PA_SIGMA,Tc,Tc_SIGMA,RH,T_DP,e,e_sat,VPD,q,rho_d,rho_d_SIGMA,rho_a,Cp,Lv,WS,WS_RSLT,WS_MAX,WD,WD_SONIC,WD_SIGMA,U,U_SIGMA,V,V_SIGMA,W,W_SIGMA,Ts,Ts_SIGMA,Rn,ALB,SW_IN,SW_OUT,LW_IN,LW_OUT,T_surf_eff,T_nr,LWS_volt,G_6cm,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4,PBLH,FETCH_MAX,FETCH_90,FETCH_55,FETCH_40,UPWND_DIST_INTRST,FTPRNT_DIST_INTRST,FTPRNT_EQUATION,sonic_azimuth,alpha,beta,gamma,height_measurement,height_canopy,displacement_user,d,roughness_user,z0,z
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 00:00:00.000000,2405,2019,8,1,0,0,0,0,201907312330,201908010000,3.155855,0.1388892,9,18000,-32.93261,9,-0.04849812,-0.02424906,9,18000,0.1706141,9,18000,0.05624165,2,-0.005180705,0.2184648,-0.0006507308,1.000941,0.01824158,493.3782,453.4039,2.012217,799.3099,3.399791,0.9778986,24.87868,0.4565443,17.95405,0.3246996,0.9630926,101.3782,0.01007628,23.85765,0.09650696,82.8359,20.7594,2.460915,2.97102,5.101047,15.37112,1160.453,0.4681389,1.178407,1018.444,2444.577,2.481037,2.190164,6.143258,317.1468,244.3532,27.7345,2.190686,0.8263397,0,1.092166,-3.72529e-09,0.3552708,26.17642,0.0943052,-7.020399,0.1981228,20.86836,3.254631,411.2545,435.8886,24.43218,297.0588,269.3621,NAN,NAN,NAN,NAN,NAN,479.7218,72.1525,210.9504,104.3241,78.78043,900,98.11987,Kljun et al,201.5,-1.250468,0,244.3532,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 00:30:00.000000,2406,2019,8,1,0,30,0,0,201908010000,201908010030,18.79901,0.8273443,7,18000,5.100417,7,0.007511055,0.003755527,7,18000,5.43654,7,18000,0.06187481,9,1.065901,0.2291749,-0.01976613,1.155201,-0.04853978,-185.4149,446.7502,6.796993,787.1339,11.56856,0.9781564,25.35892,0.2006007,18.29044,0.1405687,0.9633347,101.366,0.02540172,23.84903,0.09806499,84.42679,21.0627,2.506956,2.969481,4.625251,15.86535,1159.803,0.6962016,1.178094,1018.718,2444.597,1.895676,1.362372,5.066195,177.6102,23.88983,42.96258,1.363798,0.6680161,0,1.327019,7.450581e-09,0.3212105,26.21186,0.1017894,-30.73735,0.1451333,1.146906,1.537827,402.8403,433.1868,23.97006,296.6116,269.7453,NAN,NAN,NAN,NAN,NAN,1424.799,81.26351,228.2295,116.0861,87.80872,900,99.36421,Kljun et al,201.5,-2.624429,0,23.88983,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 01:00:00.000000,2407,2019,8,1,1,0,0,0,201908010030,201908010100,14.00186,0.6162218,8,18000,25.18625,8,0.03707527,0.01853763,8,18000,6.277585,8,18000,0.1637897,1,0.2492465,0.3726782,-0.01402272,1.106364,-0.01538486,-584.9907,447.9604,9.026832,790.149,15.25825,0.9787406,25.16829,0.3417413,18.17333,0.2383018,0.9639232,101.3195,0.018556,23.43364,0.2184269,85.89748,20.93461,2.48742,2.896288,4.088683,15.66315,1161.111,1.007935,1.179285,1018.609,2445.579,2.111223,1.916873,5.752073,149.8385,51.66154,24.57591,1.918296,1.142674,0,0.8374222,7.450581e-09,0.4535957,25.77567,0.2231385,-33.07388,0,-1.704165,0.7682342,400.2964,430.8979,23.57675,296.3752,269.8828,NAN,NAN,NAN,NAN,NAN,1231.456,90.97578,256.0562,130.0824,98.38415,900,99.26499,Kljun et al,201.5,-2.206397,0,51.66154,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 01:30:00.000000,2408,2019,8,1,1,30,0,0,201908010100,201908010130,-3.272811,-0.1440364,6,18000,-25.55232,5,-0.03761247,-0.01880623,5,18000,-3.646648,6,18000,0.04782279,3,0.142713,0.2012586,0.01507228,0.4379593,0.06513622,138.172,436.9249,2.913877,771.933,5.043736,0.9781755,24.45756,0.2772397,17.68854,0.1960085,0.9633858,101.3961,0.01998283,23.38769,0.07230455,83.81725,20.49337,2.420692,2.888081,4.673889,15.15446,1162.975,0.367448,1.180663,1018.203,2445.688,1.085097,0.7793764,2.949641,241.0459,320.4541,42.99452,0.7794102,0.566821,0,0.7168977,-4.656613e-10,0.2017185,25.66415,0.08253077,-29.89903,0,-0.7294292,1.4104,400.5168,428.276,23.12442,295.8052,269.8954,NAN,NAN,NAN,NAN,NAN,255.1662,106.2675,323.759,156.1768,117.6764,900,96.46821,Kljun et al,201.5,0.5509518,0,320.4541,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 02:00:00.000000,2409,2019,8,1,2,0,0,0,201908010130,201908010200,2.155304,0.09485494,5,18000,-2.728132,5,-0.00401625,-0.002008125,5,18000,3.475764,5,18000,0.02746376,4,-1.274046,0.1525413,-0.01895702,0.2376427,-0.09457362,-95.16396,441.7449,2.139615,780.0517,3.547493,0.9781954,24.75821,0.1481135,17.89691,0.1022077,0.9634083,101.4184,0.006983088,23.51644,0.05381437,84.18498,20.69103,2.45027,2.910585,4.603157,15.3925,1162.384,0.365478,1.180281,1018.375,2445.384,1.827233,1.772752,3.542384,159.8148,41.68525,13.98649,1.772757,0.4706255,0,0.4280447,0,0.2656591,25.8215,0.06132887,-23.15504,0,0.009897255,1.698296,408.3356,429.8023,23.38803,296.0001,269.895,NAN,NAN,NAN,NAN,NAN,1468.469,91.47004,939.5819,235.209,164.626,900,89.46148,KormannMeixner,201.5,-0.1547165,0,41.68525,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 02:30:00.000000,2410,2019,8,1,2,30,0,0,201908010200,201908010230,0.4080894,0.01796001,8,18000,-1.652273,8,-0.002432631,-0.001216316,8,18000,0.5153167,8,18000,0.003985895,7,-0.3118835,0.05812717,-0.007378532,0.1906738,-0.2134411,-42.1662,445.8484,1.784218,786.8052,3.023642,0.9779312,24.96284,0.05081713,18.03354,0.03433248,0.9631811,101.4068,0.006069589,23.60918,0.0424027,84.38168,20.81986,2.469748,2.92689,4.571424,15.53844,1161.656,0.2326796,1.179689,1018.492,2445.164,1.209759,1.140182,2.849974,170.2131,31.28693,19.42538,1.140267,0.4288988,0,0.3904172,0,0.2120565,25.93374,0.04479935,-27.29792,0,-0.6544528,1.340919,404.4458,429.7484,23.37875,296.141,270.0223,NAN,NAN,NAN,NAN,NAN,1494.113,164.2473,1328.297,379.8863,273.7566,900,83.22263,KormannMeixner,201.5,-0.7056608,0,31.28693,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 03:00:00.000000,2411,2019,8,1,3,0,0,0,201908010230,201908010300,4.407853,0.1939896,7,18000,3.580482,7,0.005271689,0.002635844,7,18000,0.9179223,7,18000,0.02718868,3,0.2563683,0.151806,-0.005031873,0.3906456,-0.03307098,-272.1419,449.1878,2.995642,792.7374,5.267583,0.9776228,25.04312,0.122584,18.09243,0.08821999,0.9628627,101.4309,0.01791079,23.64212,0.03595954,84.4987,20.8745,2.478088,2.932703,4.546154,15.53047,1161.712,0.2145007,1.179805,1018.538,2445.086,1.16282,0.9082201,2.565202,264.2334,297.2666,37.90162,0.9086204,0.5721077,0,0.6544057,3.72529e-09,0.1604283,25.97432,0.0394174,-28.17644,0,-0.318494,1.751973,402.481,428.587,23.17819,295.9308,270.1873,NAN,NAN,NAN,NAN,NAN,1382.835,34.75431,488.5837,102.8709,69.10475,900,94.85489,KormannMeixner,201.5,-1.702505,0,297.2666,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 03:30:00.000000,2412,2019,8,1,3,30,0,0,201908010300,201908010330,1.666759,0.07335404,8,18000,-2.459879,8,-0.003621782,-0.001810891,8,18000,0.5760906,8,18000,0.01170956,3,-0.2341947,0.09961908,-0.004811689,0.1649239,-0.04348347,-206.9752,454.3126,1.770115,801.8289,3.071708,0.9777218,25.11738,0.118351,18.14714,0.08363375,0.9629669,101.4445,0.006312984,23.64281,0.05218844,84.75141,20.92364,2.485587,2.932833,4.472461,15.6516,1161.781,0.2207475,1.179928,1018.58,2445.085,1.718053,1.673171,3.35843,300.6134,260.8866,13.09185,1.673817,0.367382,0,0.3924382,0,0.2021647,25.98183,0.05176206,-24.49176,0,0.1316266,2.165004,406.6661,429.1245,23.27108,295.9353,270.1636,NAN,NAN,NAN,NAN,NAN,1414.367,149.821,1846.641,416.8506,285.7749,900,78.20401,KormannMeixner,201.5,-1.593901,0,260.8866,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 04:00:00.000000,2413,2019,8,1,4,0,0,0,201908010330,201908010400,2.669678,0.1174925,9,18000,1.485354,9,0.00218681,0.001093405,9,18000,-0.004237016,9,18000,0.007470393,7,-0.002852529,0.07956131,4.430273e-05,0.1871085,-0.01769564,-508.5998,455.509,3.215532,804.1103,5.63112,0.9777381,25.08847,0.07927498,18.13009,0.05600945,0.9629746,101.4406,0.005402389,23.57723,0.06100213,84.9882,20.90485,2.482703,2.921274,4.385712,15.54537,1162.026,0.2225368,1.180156,1018.564,2445.24,1.518719,1.482611,3.034113,296.6485,264.8515,12.4895,1.482772,0.4677446,0,0.3546361,1.862645e-09,0.172236,25.91308,0.06127726,-27.37311,0,-0.2795341,1.909086,403.4458,428.6302,23.18566,295.9037,270.2382,NAN,NAN,NAN,NAN,NAN,1268.419,166.9801,2509.89,506.1037,339.0941,900,72.48535,KormannMeixner,201.5,-0.8331791,0,264.8515,9,0,0,0,0,0.318004,9
FLUX_BKLN,Flux_NYSMesonet,2019-08-01 04:30:00.000000,2414,2019,8,1,4,30,0,0,201908010400,201908010430,1.169542,0.05147155,8,18000,1.329314,8,0.00195722,0.0009786102,8,18000,-0.1552247,8,18000,0.01901386,4,-0.1167705,0.1269485,0.001017581,0.2817994,0.003612419,2491.405,457.8674,1.763927,808.1207,3.111463,0.9776779,24.92894,0.1272769,18.01139,0.09163681,0.962894,101.431,0.01087682,23.65144,0.03719508,84.076,20.80203,2.467065,2.934349,4.672842,15.59367,1161.806,0.1938619,1.179817,1018.472,2445.064,1.056129,0.8695289,2.406344,267.4331,294.0669,34.04725,0.8706518,0.4893122,0,0.5485262,3.72529e-09,0.1526154,25.97322,0.03677696,-30.91752,0,-0.1888771,2.290073,398.9797,427.4183,22.97596,295.7572,270.3195,NAN,NAN,NAN,NAN,NAN,1000,40.43295,788.5834,137.2416,89.24084,900,91.17233,KormannMeixner,201.5,-2.912586,0,294.0669,9,0,0,0,0,0.318004,9
